Mês,PortoAustraliano,PortoEstrangeiro,País,PassageirosEntrada,FreteEntrada_(toneladas),CorreioEntrada_(toneladas),PassageirosSaída,FreteSaída_(toneladas),CorreioSaída_(toneladas),PassageirosTotal,FreteTotal_(toneladas),CorreioTotal_(toneladas),Ano,NúmeroDoMês,Status
May-01,Adelaide,Hong Kong,Hong Kong,668,35.907,0.0,767,51.264,1.08,1435,87.171,1.08,2001,5,Baixo
May-01,Adelaide,Honolulu,USA,6,0.0,0.0,11,0.017,0.0,17,0.017,0.0,2001,5,Baixo
May-01,Adelaide,Jakarta,Indonesia,9,0.445,0.0,2,0.0,0.0,11,0.445,0.0,2001,5,Baixo
May-01,Adelaide,Johannesburg,South Africa,0,0.956,0.0,0,0.715,0.217,0,1.671,0.217,2001,5,Baixo
May-01,Adelaide,Kuala Lumpur,Malaysia,2100,54.054,0.0,3166,146.414,0.0,5266,200.468,0.0,2001,5,Muito alto
May-01,Adelaide,London,UK,263,1.939,16.351,478,9.771,7.475,741,11.71,23.826,2001,5,Baixo
May-01,Adelaide,Los Angeles,USA,2,1.584,0.0,7,37.578,5.169,9,39.162,5.169,2001,5,Baixo
May-01,Adelaide,Manila,Philippines,1,1.47,0.0,6,0.0,0.099,7,1.47,0.099,2001,5,Baixo
May-01,Adelaide,Nagoya,Japan,11,0.17,0.0,0,1.236,0.0,11,1.406,0.0,2001,5,Baixo
May-01,Adelaide,New York,USA,0,0.117,0.0,1,3.22,0.1,1,3.337,0.1,2001,5,Baixo
May-01,Adelaide,Noumea,New Caledonia,0,0.0,0.0,0,0.21,0.0,0,0.21,0.0,2001,5,Baixo
May-01,Adelaide,Paris,France,0,1.185,0.0,23,0.0,0.16,23,1.185,0.16,2001,5,Baixo
May-01,Adelaide,Port Moresby,Papua New Guinea,0,0.0,0.0,0,1.116,0.207,0,1.116,0.207,2001,5,Baixo
May-01,Adelaide,Rome,Italy,0,1.749,0.0,0,0.042,0.202,0,1.791,0.202,2001,5,Baixo
May-01,Adelaide,Shanghai,China,0,0.063,0.0,0,0.0,0.0,0,0.063,0.0,2001,5,Baixo
May-01,Adelaide,Singapore,Singapore,3370,147.919,0.001,4341,367.393,1.394,7711,515.312,1.395,2001,5,Muito alto
May-01,Adelaide,Taipei,Taiwan,0,0.047,0.0,0,0.0,0.002,0,0.047,0.002,2001,5,Baixo
May-01,Adelaide,Tokyo,Japan,14,25.507,0.0,0,139.679,1.356,14,165.186,1.356,2001,5,Baixo
May-01,Adelaide,Vancouver,Canada,0,1.828,0.0,2,1.061,0.0,2,2.889,0.0,2001,5,Baixo
May-01,Adelaide,Wellington,New Zealand,0,0.302,0.0,0,0.431,0.0,0,0.733,0.0,2001,5,Baixo
May-01,Brisbane,Atlanta,USA,0,13.284,0.0,0,0.0,0.0,0,13.284,0.0,2001,5,Baixo
May-01,Brisbane,Auckland,New Zealand,18556,577.267,29.32,18670,627.242,29.096,37226,1204.509,58.416,2001,5,Muito alto
May-01,Brisbane,Bandar Seri Begawan,Brunei,1649,35.144,0.0,2565,113.39,0.0,4214,148.534,0.0,2001,5,Baixo
May-01,Brisbane,Bangkok,Thailand,1906,26.942,0.0,2769,127.906,1.223,4675,154.848,1.223,2001,5,Baixo
May-01,Brisbane,Bombay,India,224,2.89,0.0,40,0.1,13.257,264,2.99,13.257,2001,5,Baixo
May-01,Brisbane,Buenos Aires,Argentina,189,0.161,0.0,14,0.0,0.0,203,0.161,0.0,2001,5,Baixo
May-01,Brisbane,Chicago,USA,0,1.063,0.0,0,0.0,0.0,0,1.063,0.0,2001,5,Baixo
May-01,Brisbane,Christchurch,New Zealand,6539,106.797,0.0,6876,121.261,0.0,13415,228.058,0.0,2001,5,Muito alto
May-01,Brisbane,Denpasar,Indonesia,1452,35.064,0.0,1791,103.97,0.0,3243,139.034,0.0,2001,5,Baixo
May-01,Brisbane,Dunedin,New Zealand,1021,0.0,0.0,915,0.0,0.0,1936,0.0,0.0,2001,5,Baixo
May-01,Brisbane,Frankfurt,Germany,306,8.82,0.0,443,0.199,22.674,749,9.019,22.674,2001,5,Baixo
May-01,Brisbane,Hamilton,New Zealand,1487,0.0,0.0,1272,0.0,0.0,2759,0.0,0.0,2001,5,Baixo
May-01,Brisbane,Hong Kong,Hong Kong,3446,87.445,0.015,4040,326.901,4.78,7486,414.346,4.795,2001,5,Muito alto
May-01,Brisbane,Honiara,Solomon Islands,675,9.322,0.0,475,3.658,0.0,1150,12.98,0.0,2001,5,Baixo
May-01,Brisbane,Honolulu,USA,55,0.568,0.41,28,10.442,0.042,83,11.01,0.452,2001,5,Baixo
May-01,Brisbane,Jakarta,Indonesia,63,0.392,0.0,38,86.462,0.0,101,86.854,0.0,2001,5,Baixo
May-01,Brisbane,Johannesburg,South Africa,0,16.307,0.0,6,0.628,1.859,6,16.935,1.859,2001,5,Baixo
May-01,Brisbane,Kuala Lumpur,Malaysia,4743,167.137,0.0,4627,220.277,0.0,9370,387.414,0.0,2001,5,Muito alto
May-01,Brisbane,London,UK,1197,16.725,30.305,1299,5.766,13.867,2496,22.491,44.172,2001,5,Baixo
May-01,Brisbane,Los Angeles,USA,2675,63.217,1.113,2466,27.514,26.769,5141,90.731,27.882,2001,5,Muito alto
May-01,Brisbane,Manila,Philippines,428,0.606,0.0,377,16.639,0.727,805,17.245,0.727,2001,5,Baixo
May-01,Brisbane,Nadi,Fiji,807,16.775,0.451,1167,23.024,0.197,1974,39.799,0.648,2001,5,Baixo
May-01,Brisbane,Nagoya,Japan,777,0.01,0.0,14,20.494,0.0,791,20.504,0.0,2001,5,Baixo
May-01,Brisbane,Nauru,Nauru,305,1.608,0.099,288,17.394,0.761,593,19.002,0.86,2001,5,Baixo
May-01,Brisbane,New York,USA,1,15.488,0.0,15,7.653,0.331,16,23.141,0.331,2001,5,Baixo
May-01,Brisbane,Noumea,New Caledonia,1020,1.374,0.0,1040,10.204,0.041,2060,11.578,0.041,2001,5,Baixo
May-01,Brisbane,Osaka,Japan,12505,209.652,3.87,1829,270.749,0.0,14334,480.401,3.87,2001,5,Muito alto
May-01,Brisbane,Palmerston,New Zealand,765,0.0,0.0,762,0.0,0.0,1527,0.0,0.0,2001,5,Baixo
May-01,Brisbane,Paris,France,129,0.467,0.0,209,0.249,0.814,338,0.716,0.814,2001,5,Baixo
May-01,Brisbane,Port Moresby,Papua New Guinea,2304,57.681,0.697,2878,167.687,3.319,5182,225.368,4.016,2001,5,Muito alto
May-01,Brisbane,Port Vila,Vanuatu,591,2.164,0.44,690,15.131,0.272,1281,17.295,0.712,2001,5,Baixo
May-01,Brisbane,Rome,Italy,17,0.717,0.0,0,0.048,0.5,17,0.765,0.5,2001,5,Baixo
May-01,Brisbane,Seoul,Korea,1860,56.487,0.0,1500,153.827,0.0,3360,210.314,0.0,2001,5,Baixo
May-01,Brisbane,Shanghai,China,11,0.895,0.0,4,2.302,0.0,15,3.197,0.0,2001,5,Baixo
May-01,Brisbane,Singapore,Singapore,16103,256.718,1.295,16306,1569.215,30.927,32409,1825.933,32.222,2001,5,Muito alto
May-01,Brisbane,Taipei,Taiwan,2792,70.755,1.472,3026,171.791,0.416,5818,242.546,1.888,2001,5,Muito alto
May-01,Brisbane,Tokyo,Japan,8058,156.507,0.336,9253,682.353,32.069,17311,838.86,32.405,2001,5,Muito alto
May-01,Brisbane,Toledo,USA,0,4.876,0.0,0,0.0,0.0,0,4.876,0.0,2001,5,Baixo
May-01,Brisbane,Vancouver,Canada,37,0.234,0.0,16,0.006,0.0,53,0.24,0.0,2001,5,Baixo
May-01,Brisbane,Wellington,New Zealand,3727,6.703,0.0,3346,3.523,0.0,7073,10.226,0.0,2001,5,Muito alto
May-01,Broome,Denpasar,Indonesia,174,0.0,0.0,189,0.0,0.0,363,0.0,0.0,2001,5,Baixo
May-01,Cairns,Auckland,New Zealand,695,19.332,0.0,1006,2.882,0.972,1701,22.214,0.972,2001,5,Baixo
May-01,Cairns,Bangkok,Thailand,36,0.131,0.0,7,0.341,0.0,43,0.472,0.0,2001,5,Baixo
May-01,Cairns,Bombay,India,222,0.0,0.0,48,0.0,0.0,270,0.0,0.0,2001,5,Baixo
May-01,Cairns,Buenos Aires,Argentina,0,0.0,0.0,9,0.0,0.0,9,0.0,0.0,2001,5,Baixo
May-01,Cairns,Christchurch,New Zealand,80,1.183,0.0,108,0.047,0.0,188,1.23,0.0,2001,5,Baixo
May-01,Cairns,Denpasar,Indonesia,485,4.427,0.0,693,0.0,0.0,1178,4.427,0.0,2001,5,Baixo
May-01,Cairns,Frankfurt,Germany,289,3.652,0.0,777,0.087,0.0,1066,3.739,0.0,2001,5,Baixo
May-01,Cairns,Guam,Guam,816,0.04,0.0,896,3.321,0.0,1712,3.361,0.0,2001,5,Baixo
May-01,Cairns,Hong Kong,Hong Kong,1796,33.303,0.0,1748,361.395,0.0,3544,394.698,0.0,2001,5,Baixo
May-01,Cairns,Honolulu,USA,24,0.0,0.0,55,0.0,0.0,79,0.0,0.0,2001,5,Baixo
May-01,Cairns,Jakarta,Indonesia,5,0.0,0.0,13,0.787,0.0,18,0.787,0.0,2001,5,Baixo
May-01,Cairns,Johannesburg,South Africa,0,0.03,0.0,41,0.0,0.0,41,0.03,0.0,2001,5,Baixo
May-01,Cairns,Kuala Lumpur,Malaysia,798,1.337,0.0,1190,2.066,0.0,1988,3.403,0.0,2001,5,Baixo
May-01,Cairns,London,UK,437,0.003,0.0,706,1.278,1.478,1143,1.281,1.478,2001,5,Baixo
May-01,Cairns,Los Angeles,USA,307,1.266,0.0,357,41.506,1.395,664,42.772,1.395,2001,5,Baixo
May-01,Cairns,Manila,Philippines,5,0.0,0.0,1,0.455,0.0,6,0.455,0.0,2001,5,Baixo
May-01,Cairns,Nagoya,Japan,6375,0.924,0.0,4934,5.214,0.0,11309,6.138,0.0,2001,5,Muito alto
May-01,Cairns,New York,USA,1,0.0,0.0,14,2.598,0.199,15,2.598,0.199,2001,5,Baixo
May-01,Cairns,Paris,France,63,0.178,0.0,281,0.011,0.0,344,0.189,0.0,2001,5,Baixo
May-01,Cairns,Port Moresby,Papua New Guinea,2135,36.624,0.0,2031,45.147,0.878,4166,81.771,0.878,2001,5,Baixo
May-01,Cairns,Rome,Italy,6,0.493,0.0,0,0.0,0.0,6,0.493,0.0,2001,5,Baixo
May-01,Cairns,Shanghai,China,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,2001,5,Baixo
May-01,Cairns,Singapore,Singapore,2214,13.405,0.0,2439,31.691,0.0,4653,45.096,0.0,2001,5,Baixo
May-01,Cairns,Taipei,Taiwan,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,2001,5,Baixo
May-01,Cairns,Tokyo,Japan,7855,3.01,0.14,9720,55.12,2.08,17575,58.13,2.22,2001,5,Muito alto
May-01,Cairns,Vancouver,Canada,3,0.0,0.0,10,0.0,0.0,13,0.0,0.0,2001,5,Baixo
May-01,Cairns,Wellington,New Zealand,4,0.0,0.0,89,0.0,0.0,93,0.0,0.0,2001,5,Baixo
May-01,Darwin,Auckland,New Zealand,20,7.442,3.683,10,0.78,1.564,30,8.222,5.247,2001,5,Baixo
May-01,Darwin,Bandar Seri Begawan,Brunei,571,5.497,0.0,551,2.308,0.0,1122,7.805,0.0,2001,5,Baixo
May-01,Darwin,Bangkok,Thailand,0,0.925,0.0,0,0.035,0.0,0,0.96,0.0,2001,5,Baixo
May-01,Darwin,Bombay,India,12,0.002,0.0,11,0.0,0.0,23,0.002,0.0,2001,5,Baixo
May-01,Darwin,Christchurch,New Zealand,0,2.04,0.0,3,0.121,0.0,3,2.161,0.0,2001,5,Baixo
May-01,Darwin,Denpasar,Indonesia,1741,1.698,0.0,2133,0.017,0.0,3874,1.715,0.0,2001,5,Baixo
May-01,Darwin,Frankfurt,Germany,424,1.154,0.02,481,0.017,0.0,905,1.171,0.02,2001,5,Baixo
May-01,Darwin,Hong Kong,Hong Kong,209,0.384,0.0,111,0.949,0.004,320,1.333,0.004,2001,5,Baixo
May-01,Darwin,Honolulu,USA,0,0.132,0.0,0,0.21,0.0,0,0.342,0.0,2001,5,Baixo
May-01,Darwin,Jakarta,Indonesia,20,0.014,0.032,22,0.057,0.004,42,0.071,0.036,2001,5,Baixo
May-01,Darwin,Johannesburg,South Africa,0,0.898,0.0,0,0.599,0.0,0,1.497,0.0,2001,5,Baixo
May-01,Darwin,Kuala Lumpur,Malaysia,1058,16.046,0.0,1111,14.419,0.0,2169,30.465,0.0,2001,5,Baixo
May-01,Darwin,Kupang,Indonesia,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2001,5,Baixo
May-01,Darwin,London,UK,366,0.283,1.069,504,2.118,0.517,870,2.401,1.586,2001,5,Baixo
May-01,Darwin,Los Angeles,USA,99,0.121,0.0,12,6.539,0.338,111,6.66,0.338,2001,5,Baixo
May-01,Darwin,Manila,Philippines,0,0.0,0.0,0,0.005,0.0,0,0.005,0.0,2001,5,Baixo
May-01,Darwin,Nagoya,Japan,32,0.425,0.0,10,0.0,0.0,42,0.425,0.0,2001,5,Baixo
May-01,Darwin,New York,USA,0,0.379,0.0,0,0.425,0.0,0,0.804,0.0,2001,5,Baixo
May-01,Darwin,Paris,France,58,0.049,0.0,87,0.36,0.0,145,0.409,0.0,2001,5,Baixo
May-01,Darwin,Singapore,Singapore,1703,10.234,1.402,1722,32.894,0.791,3425,43.128,2.193,2001,5,Baixo
May-01,Darwin,Tokyo,Japan,54,0.363,0.0,73,0.344,0.0,127,0.707,0.0,2001,5,Baixo
May-01,Darwin,Vancouver,Canada,0,0.11,0.0,0,0.46,0.0,0,0.57,0.0,2001,5,Baixo
May-01,Darwin,Wellington,New Zealand,2,0.037,0.0,0,0.135,0.0,2,0.172,0.0,2001,5,Baixo
May-01,Gold Coast/Coolangatta,Hamilton,New Zealand,822,0.0,0.0,640,0.0,0.0,1462,0.0,0.0,2001,5,Baixo
May-01,Gold Coast/Coolangatta,Palmerston,New Zealand,775,0.0,0.0,603,0.0,0.0,1378,0.0,0.0,2001,5,Baixo
May-01,Melbourne,Athens,Greece,612,9.85,3.989,1497,5.696,0.0,2109,15.546,3.989,2001,5,Baixo
May-01,Melbourne,Atlanta,USA,0,144.177,0.0,0,0.0,0.0,0,144.177,0.0,2001,5,Baixo
May-01,Melbourne,Auckland,New Zealand,20150,1305.588,30.024,19519,1519.453,50.879,39669,2825.041,80.903,2001,5,Muito alto
May-01,Melbourne,Bahrain,Bahrain,626,52.663,1.76,1210,152.093,0.0,1836,204.756,1.76,2001,5,Baixo
May-01,Melbourne,Bangkok,Thailand,7060,277.42,34.158,9273,430.01,6.31,16333,707.43,40.468,2001,5,Muito alto
May-01,Melbourne,Beijing,China,494,4.38,0.0,231,18.108,0.0,725,22.488,0.0,2001,5,Baixo
May-01,Melbourne,Bombay,India,369,10.847,0.0,38,1.549,2.512,407,12.396,2.512,2001,5,Baixo
May-01,Melbourne,Buenos Aires,Argentina,382,2.476,0.0,366,3.135,0.015,748,5.611,0.015,2001,5,Baixo
May-01,Melbourne,Chicago,USA,214,201.788,0.0,229,0.0,0.0,443,201.788,0.0,2001,5,Baixo
May-01,Melbourne,Christchurch,New Zealand,6415,226.286,0.0,5230,163.973,0.014,11645,390.259,0.014,2001,5,Muito alto
May-01,Melbourne,Denpasar,Indonesia,3926,172.845,0.0,4548,164.534,0.0,8474,337.379,0.0,2001,5,Muito alto
May-01,Melbourne,Dubai,United Arab Emirates,2126,119.65,3.375,3891,346.704,0.0,6017,466.354,3.375,2001,5,Muito alto
May-01,Melbourne,Dunedin,New Zealand,275,0.0,0.0,233,0.0,0.0,508,0.0,0.0,2001,5,Baixo
May-01,Melbourne,Frankfurt,Germany,833,261.841,0.891,1520,127.065,20.978,2353,388.906,21.869,2001,5,Baixo
May-01,Melbourne,Guangzhou,China,753,69.751,0.188,445,5.449,0.0,1198,75.2,0.188,2001,5,Baixo
May-01,Melbourne,Hamilton,New Zealand,714,0.0,0.0,633,0.0,0.0,1347,0.0,0.0,2001,5,Baixo
May-01,Melbourne,Hanoi,Vietnam,91,0.0,0.0,87,2.14,0.0,178,2.14,0.0,2001,5,Baixo
May-01,Melbourne,Ho Chi Minh City,Vietnam,970,14.767,0.0,903,21.523,0.0,1873,36.29,0.0,2001,5,Baixo
May-01,Melbourne,Hong Kong,Hong Kong,7969,671.598,11.924,10314,929.092,23.468,18283,1600.69,35.392,2001,5,Muito alto
May-01,Melbourne,Honolulu,USA,150,6.438,0.569,541,4.901,0.307,691,11.339,0.876,2001,5,Baixo
May-01,Melbourne,Jakarta,Indonesia,472,2.023,0.532,397,49.156,0.43,869,51.179,0.962,2001,5,Baixo
May-01,Melbourne,Johannesburg,South Africa,3,15.321,0.0,31,18.919,0.901,34,34.24,0.901,2001,5,Baixo
May-01,Melbourne,Kuala Lumpur,Malaysia,5707,315.447,1.563,7695,662.778,0.0,13402,978.225,1.563,2001,5,Muito alto
May-01,Melbourne,London,UK,4970,253.483,68.084,8817,73.527,55.399,13787,327.01,123.483,2001,5,Muito alto
May-01,Melbourne,Los Angeles,USA,9262,457.796,54.59,11690,302.101,48.28,20952,759.897,102.87,2001,5,Muito alto
May-01,Melbourne,Luxembourg,Luxembourg,0,231.513,0.0,0,0.0,0.0,0,231.513,0.0,2001,5,Baixo
May-01,Melbourne,Manila,Philippines,344,10.25,0.925,118,27.448,0.526,462,37.698,1.451,2001,5,Baixo
May-01,Melbourne,Mauritius,Mauritius,682,28.138,0.008,663,14.253,0.004,1345,42.391,0.012,2001,5,Baixo
May-01,Melbourne,Nadi,Fiji,1009,20.621,0.46,1236,29.439,0.628,2245,50.06,1.088,2001,5,Baixo
May-01,Melbourne,Nagoya,Japan,10,36.754,1.339,50,14.255,0.0,60,51.009,1.339,2001,5,Baixo
May-01,Melbourne,Nauru,Nauru,148,0.346,0.008,163,6.856,0.056,311,7.202,0.064,2001,5,Baixo
May-01,Melbourne,New York,USA,540,270.978,0.0,646,24.587,0.547,1186,295.565,0.547,2001,5,Baixo
May-01,Melbourne,Noumea,New Caledonia,0,0.0,0.02,5,0.474,0.063,5,0.474,0.083,2001,5,Baixo
May-01,Melbourne,Palmerston,New Zealand,397,0.0,0.0,321,0.0,0.0,718,0.0,0.0,2001,5,Baixo
May-01,Melbourne,Papeete,Tahiti,0,3.827,0.0,0,0.0,0.0,0,3.827,0.0,2001,5,Baixo
May-01,Melbourne,Paris,France,347,15.553,2.964,320,3.971,1.803,667,19.524,4.767,2001,5,Baixo
May-01,Melbourne,Port Moresby,Papua New Guinea,26,0.092,0.002,1,4.373,4.61,27,4.465,4.612,2001,5,Baixo
May-01,Melbourne,Port Vila,Vanuatu,414,0.155,0.05,381,2.041,0.186,795,2.196,0.236,2001,5,Baixo
May-01,Melbourne,Rome,Italy,1636,62.059,1.561,3226,19.385,2.839,4862,81.444,4.4,2001,5,Baixo
May-01,Melbourne,Shanghai,China,1,3.878,0.0,264,3.926,0.0,265,7.804,0.0,2001,5,Baixo
May-01,Melbourne,Singapore,Singapore,22561,1314.54,56.83,26469,2909.717,17.123,49030,4224.257,73.953,2001,5,Muito alto
May-01,Melbourne,Taipei,Taiwan,49,18.449,0.0,147,12.729,0.047,196,31.178,0.047,2001,5,Baixo
May-01,Melbourne,Tokyo,Japan,1585,97.726,12.679,1427,173.493,5.992,3012,271.219,18.671,2001,5,Baixo
May-01,Melbourne,Toledo,USA,0,47.855,0.0,0,0.0,0.0,0,47.855,0.0,2001,5,Baixo
May-01,Melbourne,Vancouver,Canada,73,0.52,0.0,450,14.141,1.616,523,14.661,1.616,2001,5,Baixo
May-01,Melbourne,Vienna,Austria,1600,0.0,0.0,2327,0.0,0.0,3927,0.0,0.0,2001,5,Baixo
May-01,Melbourne,Wellington,New Zealand,3640,8.556,0.0,4192,16.387,0.0,7832,24.943,0.0,2001,5,Muito alto
May-01,Norfolk Island,Auckland,New Zealand,760,9.356,0.606,806,3.535,0.282,1566,12.891,0.888,2001,5,Baixo
May-01,Perth,Auckland,New Zealand,2091,166.72,13.509,2088,61.111,10.05,4179,227.831,23.559,2001,5,Baixo
May-01,Perth,Bandar Seri Begawan,Brunei,1250,13.763,0.0,2078,73.632,0.0,3328,87.395,0.0,2001,5,Baixo
May-01,Perth,Bangkok,Thailand,2008,56.69,1.633,2513,157.375,0.718,4521,214.065,2.351,2001,5,Baixo
May-01,Perth,Bombay,India,124,1.506,0.0,112,0.068,0.719,236,1.574,0.719,2001,5,Baixo
May-01,Perth,Buenos Aires,Argentina,0,0.425,0.0,0,0.44,0.022,0,0.865,0.022,2001,5,Baixo
May-01,Perth,Christchurch,New Zealand,0,19.296,0.0,0,1.845,0.0,0,21.141,0.0,2001,5,Baixo
May-01,Perth,Denpasar,Indonesia,6129,34.492,0.01,7147,35.357,0.007,13276,69.849,0.017,2001,5,Muito alto
May-01,Perth,Frankfurt,Germany,311,7.684,0.0,384,1.149,5.433,695,8.833,5.433,2001,5,Baixo
May-01,Perth,Hong Kong,Hong Kong,2170,70.497,1.388,3018,481.893,2.668,5188,552.39,4.056,2001,5,Muito alto
May-01,Perth,Honolulu,USA,0,0.0,0.0,0,12.677,0.787,0,12.677,0.787,2001,5,Baixo
May-01,Perth,Jakarta,Indonesia,1233,3.469,1.316,1220,24.708,4.318,2453,28.177,5.634,2001,5,Baixo
May-01,Perth,Johannesburg,South Africa,2620,65.892,1.107,3287,179.346,1.371,5907,245.238,2.478,2001,5,Muito alto
May-01,Perth,Kuala Lumpur,Malaysia,7028,145.155,0.485,7774,462.325,0.0,14802,607.48,0.485,2001,5,Muito alto
May-01,Perth,Kuching,Malaysia,320,0.0,0.0,174,60.86,0.0,494,60.86,0.0,2001,5,Baixo
May-01,Perth,London,UK,1808,10.92,28.875,1905,0.89,9.383,3713,11.81,38.258,2001,5,Baixo
May-01,Perth,Los Angeles,USA,0,4.702,0.0,0,29.12,11.925,0,33.822,11.925,2001,5,Baixo
May-01,Perth,Manila,Philippines,0,0.01,0.0,0,0.523,0.0,0,0.533,0.0,2001,5,Baixo
May-01,Perth,Mauritius,Mauritius,397,0.465,0.008,509,30.66,0.0,906,31.125,0.008,2001,5,Baixo
May-01,Perth,New York,USA,0,2.795,0.0,0,23.934,0.132,0,26.729,0.132,2001,5,Baixo
May-01,Perth,Noumea,New Caledonia,0,0.0,0.0,0,0.0,0.014,0,0.0,0.014,2001,5,Baixo
May-01,Perth,Paris,France,147,0.434,0.0,182,0.947,0.699,329,1.381,0.699,2001,5,Baixo
May-01,Perth,Phuket,Thailand,1524,0.0,0.0,1553,0.0,0.0,3077,0.0,0.0,2001,5,Baixo
May-01,Perth,Port Moresby,Papua New Guinea,0,0.005,0.0,0,0.383,0.329,0,0.388,0.329,2001,5,Baixo
May-01,Perth,Rome,Italy,0,0.84,0.0,0,0.0,0.029,0,0.84,0.029,2001,5,Baixo
May-01,Perth,Shanghai,China,0,0.449,0.0,0,0.0,0.0,0,0.449,0.0,2001,5,Baixo
May-01,Perth,Singapore,Singapore,21337,565.398,7.668,24376,2138.2,26.589,45713,2703.598,34.257,2001,5,Muito alto
May-01,Perth,Taipei,Taiwan,0,0.0,0.0,0,0.112,0.0,0,0.112,0.0,2001,5,Baixo
May-01,Perth,Tokyo,Japan,1352,21.123,0.0,1475,75.842,6.346,2827,96.965,6.346,2001,5,Baixo
May-01,Perth,Vancouver,Canada,0,0.0,0.0,0,1.878,0.849,0,1.878,0.849,2001,5,Baixo
May-01,Perth,Wellington,New Zealand,0,0.626,0.0,0,1.691,0.0,0,2.317,0.0,2001,5,Baixo
May-01,Sydney,Abu Dhabi,United Arab Emirates,0,0.0,0.0,0,24.0,0.0,0,24.0,0.0,2001,5,Baixo
May-01,Sydney,Amsterdam,Netherlands,0,601.537,0.0,0,140.293,0.0,0,741.83,0.0,2001,5,Baixo
May-01,Sydney,Apia,Western Samoa,253,6.618,0.038,277,3.944,0.4,530,10.562,0.438,2001,5,Baixo
May-01,Sydney,Athens,Greece,971,11.585,18.907,1999,6.13,0.0,2970,17.715,18.907,2001,5,Baixo
May-01,Sydney,Atlanta,USA,0,106.776,0.0,0,0.25,0.0,0,107.026,0.0,2001,5,Baixo
May-01,Sydney,Auckland,New Zealand,38285,1862.22,72.755,36537,2463.168,93.013,74822,4325.388,165.768,2001,5,Muito alto
May-01,Sydney,Bahrain,Bahrain,836,26.419,2.298,1393,63.265,0.0,2229,89.684,2.298,2001,5,Baixo
May-01,Sydney,Bangkok,Thailand,14098,371.094,43.586,16611,290.802,16.659,30709,661.896,60.245,2001,5,Muito alto
May-01,Sydney,Beijing,China,1643,18.184,0.762,1969,46.241,0.0,3612,64.425,0.762,2001,5,Baixo
May-01,Sydney,Bombay,India,763,8.39,0.362,972,6.574,3.439,1735,14.964,3.801,2001,5,Baixo
May-01,Sydney,Buenos Aires,Argentina,1596,7.957,0.917,1717,97.24,1.16,3313,105.197,2.077,2001,5,Baixo
May-01,Sydney,Cairo,Egypt,1219,24.238,5.821,1226,37.44,0.0,2445,61.678,5.821,2001,5,Baixo
May-01,Sydney,Chicago,USA,771,291.648,0.32,958,0.0,0.0,1729,291.648,0.32,2001,5,Baixo
May-01,Sydney,Christchurch,New Zealand,12661,361.668,0.656,12373,273.206,1.754,25034,634.874,2.41,2001,5,Muito alto
May-01,Sydney,Colombo,Sri Lanka,1273,101.236,0.352,955,65.244,0.002,2228,166.48,0.354,2001,5,Baixo
May-01,Sydney,Denpasar,Indonesia,7435,176.893,0.147,8851,139.029,0.01,16286,315.922,0.157,2001,5,Muito alto
May-01,Sydney,Dubai,United Arab Emirates,1684,97.462,0.0,2693,110.469,0.0,4377,207.931,0.0,2001,5,Baixo
May-01,Sydney,Dunedin,New Zealand,572,0.0,0.0,573,0.0,0.0,1145,0.0,0.0,2001,5,Baixo
May-01,Sydney,Frankfurt,Germany,1549,155.5,31.031,2275,5.885,37.841,3824,161.385,68.872,2001,5,Baixo
May-01,Sydney,Guangzhou,China,1394,45.256,0.884,1715,6.869,0.0,3109,52.125,0.884,2001,5,Baixo
May-01,Sydney,Hamilton,New Zealand,807,0.0,0.0,710,0.0,0.0,1517,0.0,0.0,2001,5,Baixo
May-01,Sydney,Hanoi,Vietnam,150,0.0,0.0,152,0.914,0.0,302,0.914,0.0,2001,5,Baixo
May-01,Sydney,Ho Chi Minh City,Vietnam,1140,34.599,1.94,896,26.224,0.0,2036,60.823,1.94,2001,5,Baixo
May-01,Sydney,Hong Kong,Hong Kong,20473,1261.496,34.157,23782,1484.024,36.59,44255,2745.52,70.747,2001,5,Muito alto
May-01,Sydney,Honolulu,USA,4261,115.685,18.167,4719,90.406,2.514,8980,206.091,20.681,2001,5,Muito alto
May-01,Sydney,Jakarta,Indonesia,2303,12.016,1.51,2826,19.012,2.476,5129,31.028,3.986,2001,5,Muito alto
May-01,Sydney,Johannesburg,South Africa,3974,113.273,0.0,4218,27.071,5.604,8192,140.344,5.604,2001,5,Muito alto
May-01,Sydney,Kuala Lumpur,Malaysia,9118,420.583,2.27,10981,208.109,0.0,20099,628.692,2.27,2001,5,Muito alto
May-01,Sydney,London,UK,10116,642.261,135.646,16241,175.967,88.24,26357,818.228,223.886,2001,5,Muito alto
May-01,Sydney,Los Angeles,USA,28361,1662.801,109.597,29499,732.326,69.869,57860,2395.127,179.466,2001,5,Muito alto
May-01,Sydney,Louisville,USA,0,277.371,0.0,0,0.0,0.0,0,277.371,0.0,2001,5,Baixo
May-01,Sydney,Manila,Philippines,3886,81.879,1.158,4373,124.683,2.181,8259,206.562,3.339,2001,5,Muito alto
May-01,Sydney,Nadi,Fiji,5180,253.067,2.122,5805,258.098,12.128,10985,511.165,14.25,2001,5,Muito alto
