Mês,PortoAustraliano,PortoEstrangeiro,País,PassageirosEntrada,FreteEntrada_(toneladas),CorreioEntrada_(toneladas),PassageirosSaída,FreteSaída_(toneladas),CorreioSaída_(toneladas),PassageirosTotal,FreteTotal_(toneladas),CorreioTotal_(toneladas),Ano,NúmeroDoMês,Status
Nov-95,Darwin,Vancouver,Canada,0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,1995,11,Baixo
Nov-95,Hobart,Christchurch,New Zealand,383,0.272,0.0,290,0.112,0.0,673,0.384,0.0,1995,11,Baixo
Nov-95,Melbourne,Apia,Western Samoa,53,0.137,0.021,89,0.719,0.0,142,0.856,0.021,1995,11,Baixo
Nov-95,Melbourne,Athens,Greece,1601,26.495,9.461,790,4.978,0.0,2391,31.473,9.461,1995,11,Baixo
Nov-95,Melbourne,Atlanta,USA,0,10.978,0.0,0,0.0,0.0,0,10.978,0.0,1995,11,Baixo
Nov-95,Melbourne,Auckland,New Zealand,14675,1070.032,22.926,15768,1177.721,24.772,30443,2247.753,47.698,1995,11,Muito alto
Nov-95,Melbourne,Bahrain,Bahrain,1284,70.942,1.516,631,57.911,0.705,1915,128.853,2.221,1995,11,Baixo
Nov-95,Melbourne,Bangkok,Thailand,4316,203.852,11.146,4419,286.191,4.703,8735,490.043,15.849,1995,11,Muito alto
Nov-95,Melbourne,Beijing,China,235,0.15,0.083,448,0.36,0.141,683,0.51,0.224,1995,11,Baixo
Nov-95,Melbourne,Cebu,Philippines,0,0.0,0.0,142,1.886,0.0,142,1.886,0.0,1995,11,Baixo
Nov-95,Melbourne,Chicago,USA,0,310.134,1.721,0,0.0,0.146,0,310.134,1.867,1995,11,Baixo
Nov-95,Melbourne,Christchurch,New Zealand,5331,295.462,0.0,4711,281.009,0.001,10042,576.471,0.001,1995,11,Muito alto
Nov-95,Melbourne,Denpasar,Indonesia,4667,128.258,0.0,4817,97.429,0.0,9484,225.687,0.0,1995,11,Muito alto
Nov-95,Melbourne,Frankfurt,Germany,666,464.94,8.199,496,142.971,26.265,1162,607.911,34.464,1995,11,Baixo
Nov-95,Melbourne,Guangzhou,China,250,1.0,0.1,80,0.6,0.05,330,1.6,0.15,1995,11,Baixo
Nov-95,Melbourne,Harare,Zimbabwe,43,0.0,0.0,11,0.0,0.08,54,0.0,0.08,1995,11,Baixo
Nov-95,Melbourne,Ho Chi Minh City,Vietnam,144,0.0,0.0,286,0.0,0.0,430,0.0,0.0,1995,11,Baixo
Nov-95,Melbourne,Hong Kong,Hong Kong,7486,896.566,26.469,9012,1300.515,12.541,16498,2197.081,39.01,1995,11,Muito alto
Nov-95,Melbourne,Honiara,Solomon Islands,4,0.0,0.0,3,0.0,0.0,7,0.0,0.0,1995,11,Baixo
Nov-95,Melbourne,Honolulu,USA,1854,34.209,0.675,1038,46.09,1.14,2892,80.299,1.815,1995,11,Baixo
Nov-95,Melbourne,Jakarta,Indonesia,1065,23.2,0.718,874,81.58,0.462,1939,104.78,1.18,1995,11,Baixo
Nov-95,Melbourne,Johannesburg,South Africa,66,0.0,0.0,5,0.0,0.211,71,0.0,0.211,1995,11,Baixo
Nov-95,Melbourne,Kuala Lumpur,Malaysia,4994,173.431,0.759,6400,243.254,3.237,11394,416.685,3.996,1995,11,Muito alto
Nov-95,Melbourne,London,UK,4940,231.949,88.096,4109,86.11,66.795,9049,318.059,154.891,1995,11,Muito alto
Nov-95,Melbourne,Los Angeles,USA,6742,527.688,54.427,6615,184.829,33.952,13357,712.517,88.379,1995,11,Muito alto
Nov-95,Melbourne,Manila,Philippines,2295,58.199,0.049,2077,194.936,0.024,4372,253.135,0.073,1995,11,Baixo
Nov-95,Melbourne,Mauritius,Mauritius,607,62.223,0.076,628,9.674,0.046,1235,71.897,0.122,1995,11,Baixo
Nov-95,Melbourne,Nadi,Fiji,1050,84.687,0.227,1094,154.721,1.785,2144,239.408,2.012,1995,11,Baixo
Nov-95,Melbourne,Nagoya,Japan,52,0.0,0.615,0,0.0,0.0,52,0.0,0.615,1995,11,Baixo
Nov-95,Melbourne,Nauru,Nauru,206,0.503,0.044,204,13.764,0.138,410,14.267,0.182,1995,11,Baixo
Nov-95,Melbourne,New York,USA,0,225.828,0.0,0,0.0,0.0,0,225.828,0.0,1995,11,Baixo
Nov-95,Melbourne,Noumea,New Caledonia,257,0.063,0.087,301,3.962,0.081,558,4.025,0.168,1995,11,Baixo
Nov-95,Melbourne,Osaka,Japan,166,12.951,6.568,243,50.941,0.0,409,63.892,6.568,1995,11,Baixo
Nov-95,Melbourne,Papeete,Tahiti,28,0.016,0.0,2,0.0,0.075,30,0.016,0.075,1995,11,Baixo
Nov-95,Melbourne,Penang,Malaysia,0,0.0,0.0,0,19.074,0.0,0,19.074,0.0,1995,11,Baixo
Nov-95,Melbourne,Port Moresby,Papua New Guinea,30,0.0,0.0,0,0.0,3.49,30,0.0,3.49,1995,11,Baixo
Nov-95,Melbourne,Port Vila,Vanuatu,330,0.178,0.037,305,3.046,5.082,635,3.224,5.119,1995,11,Baixo
Nov-95,Melbourne,Rome,Italy,2326,66.705,3.842,1659,22.121,3.045,3985,88.826,6.887,1995,11,Baixo
Nov-95,Melbourne,Sapporo,Japan,118,0.0,0.0,0,0.0,0.0,118,0.0,0.0,1995,11,Baixo
Nov-95,Melbourne,Seoul,Korea,81,0.0,0.0,197,0.0,0.0,278,0.0,0.0,1995,11,Baixo
Nov-95,Melbourne,Sharjah,United Arab Emirates,0,0.0,0.0,0,30.787,0.0,0,30.787,0.0,1995,11,Baixo
Nov-95,Melbourne,Singapore,Singapore,13647,1009.355,49.511,13354,1511.445,20.321,27001,2520.8,69.832,1995,11,Muito alto
Nov-95,Melbourne,Taipei,Taiwan,325,47.962,0.804,514,45.293,0.0,839,93.255,0.804,1995,11,Baixo
Nov-95,Melbourne,Tokyo,Japan,979,40.246,9.866,799,10.946,11.338,1778,51.192,21.204,1995,11,Baixo
Nov-95,Melbourne,Toronto,Canada,192,0.0,0.0,156,0.0,0.0,348,0.0,0.0,1995,11,Baixo
Nov-95,Melbourne,Vancouver,Canada,343,0.0,0.0,394,4.873,8.015,737,4.873,8.015,1995,11,Baixo
Nov-95,Melbourne,Vienna,Austria,615,7.249,0.352,1024,1.398,0.0,1639,8.647,0.352,1995,11,Baixo
Nov-95,Melbourne,Wellington,New Zealand,2063,44.347,0.0,1865,70.758,0.0,3928,115.105,0.0,1995,11,Baixo
Nov-95,Norfolk Island,Auckland,New Zealand,661,12.269,0.415,648,0.253,0.244,1309,12.522,0.659,1995,11,Baixo
Nov-95,Perth,Auckland,New Zealand,1515,93.83,6.173,1739,82.463,4.587,3254,176.293,10.76,1995,11,Baixo
Nov-95,Perth,Bandar Seri Begawan,Brunei,1764,20.481,0.061,1183,9.194,0.0,2947,29.675,0.061,1995,11,Baixo
Nov-95,Perth,Bangalore,India,52,1.37,0.0,48,0.0,0.0,100,1.37,0.0,1995,11,Baixo
Nov-95,Perth,Bangkok,Thailand,1665,40.969,0.015,1293,12.941,0.38,2958,53.91,0.395,1995,11,Baixo
Nov-95,Perth,Bombay,India,536,4.086,0.0,583,2.539,0.0,1119,6.625,0.0,1995,11,Baixo
Nov-95,Perth,Christchurch,New Zealand,24,0.0,0.0,5,0.0,0.0,29,0.0,0.0,1995,11,Baixo
Nov-95,Perth,Denpasar,Indonesia,4690,60.665,0.0,5145,45.312,0.0,9835,105.977,0.0,1995,11,Muito alto
Nov-95,Perth,Frankfurt,Germany,1,0.0,0.0,193,0.0,2.667,194,0.0,2.667,1995,11,Baixo
Nov-95,Perth,Harare,Zimbabwe,488,3.629,0.219,450,5.553,0.4,938,9.182,0.619,1995,11,Baixo
Nov-95,Perth,Ho Chi Minh City,Vietnam,1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1995,11,Baixo
Nov-95,Perth,Hong Kong,Hong Kong,3109,59.151,1.526,3110,265.936,1.862,6219,325.087,3.388,1995,11,Muito alto
Nov-95,Perth,Honiara,Solomon Islands,0,0.0,0.0,0,0.0,0.013,0,0.0,0.013,1995,11,Baixo
Nov-95,Perth,Honolulu,USA,16,0.0,0.0,0,0.0,0.007,16,0.0,0.007,1995,11,Baixo
Nov-95,Perth,Jakarta,Indonesia,4916,4.873,0.31,4364,72.795,9.706,9280,77.668,10.016,1995,11,Muito alto
Nov-95,Perth,Johannesburg,South Africa,1996,27.082,0.204,1444,26.442,1.315,3440,53.524,1.519,1995,11,Baixo
Nov-95,Perth,Kuala Lumpur,Malaysia,4775,122.232,0.351,4911,115.735,0.095,9686,237.967,0.446,1995,11,Muito alto
Nov-95,Perth,London,UK,5241,82.509,7.5,3541,94.5,18.482,8782,177.009,25.982,1995,11,Muito alto
Nov-95,Perth,Los Angeles,USA,63,0.0,0.0,15,0.0,1.861,78,0.0,1.861,1995,11,Baixo
Nov-95,Perth,Manila,Philippines,0,0.0,0.0,0,0.0,0.045,0,0.0,0.045,1995,11,Baixo
Nov-95,Perth,Mauritius,Mauritius,451,19.185,0.211,275,4.815,0.069,726,24.0,0.28,1995,11,Baixo
Nov-95,Perth,Nadi,Fiji,8,0.0,0.0,0,0.0,0.25,8,0.0,0.25,1995,11,Baixo
Nov-95,Perth,Papeete,Tahiti,0,0.0,0.0,0,0.0,0.003,0,0.0,0.003,1995,11,Baixo
Nov-95,Perth,Phuket,Thailand,1400,11.058,0.582,853,59.437,0.886,2253,70.495,1.468,1995,11,Baixo
Nov-95,Perth,Port Moresby,Papua New Guinea,0,0.0,0.0,0,0.0,0.409,0,0.0,0.409,1995,11,Baixo
Nov-95,Perth,Rome,Italy,11,0.0,0.0,67,0.0,0.154,78,0.0,0.154,1995,11,Baixo
Nov-95,Perth,Seoul,Korea,0,0.0,0.0,0,0.0,0.088,0,0.0,0.088,1995,11,Baixo
Nov-95,Perth,Singapore,Singapore,19505,311.231,34.72,17483,1155.192,18.687,36988,1466.423,53.407,1995,11,Muito alto
Nov-95,Perth,Taipei,Taiwan,2,0.0,0.0,0,0.0,0.089,2,0.0,0.089,1995,11,Baixo
Nov-95,Perth,Tokyo,Japan,1300,36.401,0.0,1052,135.395,2.248,2352,171.796,2.248,1995,11,Baixo
Nov-95,Perth,Vancouver,Canada,2,0.0,0.0,0,0.0,2.683,2,0.0,2.683,1995,11,Baixo
Nov-95,Port Hedland,Denpasar,Indonesia,31,0.0,0.0,28,0.0,0.0,59,0.0,0.0,1995,11,Baixo
Nov-95,Sydney,Amsterdam,Netherlands,3748,193.224,18.119,3889,117.174,4.433,7637,310.398,22.552,1995,11,Muito alto
Nov-95,Sydney,Apia,Western Samoa,239,1.463,0.024,239,3.572,0.062,478,5.035,0.086,1995,11,Baixo
Nov-95,Sydney,Athens,Greece,1527,23.251,7.922,789,10.318,0.0,2316,33.569,7.922,1995,11,Baixo
Nov-95,Sydney,Atlanta,USA,0,173.854,0.0,0,0.0,0.0,0,173.854,0.0,1995,11,Baixo
Nov-95,Sydney,Auckland,New Zealand,28997,1573.051,30.557,30974,2335.723,36.703,59971,3908.774,67.26,1995,11,Muito alto
Nov-95,Sydney,Bahrain,Bahrain,1778,81.201,1.466,992,59.605,0.962,2770,140.806,2.428,1995,11,Baixo
Nov-95,Sydney,Bangkok,Thailand,10871,357.112,18.066,10241,321.339,18.109,21112,678.451,36.175,1995,11,Muito alto
Nov-95,Sydney,Beijing,China,810,0.747,0.176,815,1.907,0.138,1625,2.654,0.314,1995,11,Baixo
Nov-95,Sydney,Beirut,Lebanon,694,14.205,0.458,659,0.308,0.0,1353,14.513,0.458,1995,11,Baixo
Nov-95,Sydney,Buenos Aires,Argentina,1510,11.229,0.275,834,21.807,0.464,2344,33.036,0.739,1995,11,Baixo
Nov-95,Sydney,Cairo,Egypt,296,27.084,0.029,542,4.396,0.0,838,31.48,0.029,1995,11,Baixo
Nov-95,Sydney,Chicago,USA,0,510.128,4.491,0,0.0,0.0,0,510.128,4.491,1995,11,Baixo
Nov-95,Sydney,Christchurch,New Zealand,14105,745.378,0.0,12577,349.924,10.576,26682,1095.302,10.576,1995,11,Muito alto
Nov-95,Sydney,Colombo,Sri Lanka,6,0.013,0.0,12,0.0,0.0,18,0.013,0.0,1995,11,Baixo
Nov-95,Sydney,Denpasar,Indonesia,6273,72.67,0.144,5999,71.154,0.325,12272,143.824,0.469,1995,11,Muito alto
Nov-95,Sydney,Dubai,United Arab Emirates,8,0.0,0.0,12,0.0,0.0,20,0.0,0.0,1995,11,Baixo
Nov-95,Sydney,Frankfurt,Germany,1039,214.635,6.694,1367,27.581,22.17,2406,242.216,28.864,1995,11,Baixo
Nov-95,Sydney,Fukuoka,Japan,879,9.737,0.55,1575,0.0,0.0,2454,9.737,0.55,1995,11,Baixo
Nov-95,Sydney,Guam,Guam,1613,2.248,0.0,1536,89.544,0.0,3149,91.792,0.0,1995,11,Baixo
Nov-95,Sydney,Guangzhou,China,350,0.4,0.1,100,0.7,1.5,450,1.1,1.6,1995,11,Baixo
Nov-95,Sydney,Hamilton,New Zealand,1104,2.659,0.0,1530,0.15,0.0,2634,2.809,0.0,1995,11,Baixo
Nov-95,Sydney,Harare,Zimbabwe,719,20.372,1.742,651,12.175,1.085,1370,32.547,2.827,1995,11,Baixo
Nov-95,Sydney,Ho Chi Minh City,Vietnam,637,0.0,0.0,774,3.244,0.024,1411,3.244,0.024,1995,11,Baixo
Nov-95,Sydney,Hong Kong,Hong Kong,20068,1581.822,7.345,20868,2461.432,26.407,40936,4043.254,33.752,1995,11,Muito alto
Nov-95,Sydney,Honiara,Solomon Islands,55,0.0,0.0,13,0.0,1.857,68,0.0,1.857,1995,11,Baixo
Nov-95,Sydney,Honolulu,USA,4523,221.592,5.401,3249,192.475,3.302,7772,414.067,8.703,1995,11,Muito alto
Nov-95,Sydney,Jakarta,Indonesia,3605,254.344,3.55,4779,233.505,2.116,8384,487.849,5.666,1995,11,Muito alto
Nov-95,Sydney,Johannesburg,South Africa,2978,102.44,1.367,2165,153.076,3.332,5143,255.516,4.699,1995,11,Muito alto
Nov-95,Sydney,Kuala Lumpur,Malaysia,7769,342.744,3.298,7636,399.46,1.832,15405,742.204,5.13,1995,11,Muito alto
Nov-95,Sydney,London,UK,8440,487.281,138.199,6858,186.51,69.142,15298,673.791,207.341,1995,11,Muito alto
Nov-95,Sydney,Los Angeles,USA,22425,1730.049,82.565,23386,909.758,43.998,45811,2639.807,126.563,1995,11,Muito alto
Nov-95,Sydney,Manila,Philippines,4090,121.934,0.019,4130,321.286,3.511,8220,443.22,3.53,1995,11,Muito alto
Nov-95,Sydney,Moscow,Russia,1035,0.893,0.026,498,0.334,0.0,1533,1.227,0.026,1995,11,Baixo
Nov-95,Sydney,Nadi,Fiji,4426,281.459,1.701,4641,347.906,8.94,9067,629.365,10.641,1995,11,Muito alto
Nov-95,Sydney,Nagoya,Japan,2176,59.713,1.485,3375,104.081,0.0,5551,163.794,1.485,1995,11,Muito alto
Nov-95,Sydney,Nauru,Nauru,119,0.48,0.071,35,1.15,0.068,154,1.63,0.139,1995,11,Baixo
Nov-95,Sydney,New York,USA,0,471.821,0.0,0,0.0,0.0,0,471.821,0.0,1995,11,Baixo
Nov-95,Sydney,Noumea,New Caledonia,1774,8.602,0.778,1610,52.057,5.245,3384,60.659,6.023,1995,11,Baixo
Nov-95,Sydney,Osaka,Japan,4996,298.883,33.676,16259,1090.761,2.886,21255,1389.644,36.562,1995,11,Muito alto
Nov-95,Sydney,Papeete,Tahiti,233,1.183,0.207,464,18.383,0.328,697,19.566,0.535,1995,11,Baixo
Nov-95,Sydney,Paris,France,65,1.349,0.0,18,10.32,0.0,83,11.669,0.0,1995,11,Baixo
Nov-95,Sydney,Port Moresby,Papua New Guinea,1062,37.633,3.018,1168,82.903,22.18,2230,120.536,25.198,1995,11,Baixo
Nov-95,Sydney,Port Vila,Vanuatu,1105,6.172,2.145,1053,21.823,8.539,2158,27.995,10.684,1995,11,Baixo
Nov-95,Sydney,Rome,Italy,2703,180.906,4.331,1832,9.359,3.157,4535,190.265,7.488,1995,11,Baixo
Nov-95,Sydney,San Francisco,USA,6117,64.484,58.1,7039,284.552,11.961,13156,349.036,70.061,1995,11,Muito alto
Nov-95,Sydney,Sapporo,Japan,346,0.0,0.0,409,0.0,0.0,755,0.0,0.0,1995,11,Baixo
Nov-95,Sydney,Seoul,Korea,7639,333.645,10.155,8299,457.461,4.662,15938,791.106,14.817,1995,11,Muito alto
Nov-95,Sydney,Singapore,Singapore,21689,1558.879,75.924,22363,1366.466,41.317,44052,2925.345,117.241,1995,11,Muito alto
Nov-95,Sydney,Taipei,Taiwan,4901,339.701,4.776,6152,198.017,4.29,11053,537.718,9.066,1995,11,Muito alto
Nov-95,Sydney,Tokyo,Japan,15126,431.964,38.874,19555,2063.497,54.784,34681,2495.461,93.658,1995,11,Muito alto
Nov-95,Sydney,Tongatapu,Tonga,165,1.396,0.004,315,0.366,0.031,480,1.762,0.035,1995,11,Baixo
Nov-95,Sydney,Toronto,Canada,673,0.0,0.0,708,0.059,0.0,1381,0.059,0.0,1995,11,Baixo
Nov-95,Sydney,Vancouver,Canada,1127,0.328,0.0,1336,6.92,12.197,2463,7.248,12.197,1995,11,Baixo
Nov-95,Sydney,Vienna,Austria,1125,29.18,0.0,1095,8.935,0.0,2220,38.115,0.0,1995,11,Baixo
Nov-95,Sydney,Wellington,New Zealand,6887,280.872,0.0,4166,297.687,0.0,11053,578.559,0.0,1995,11,Muito alto
Dec-95,Adelaide,Auckland,New Zealand,508,54.489,4.686,847,25.004,0.719,1355,79.493,5.405,1995,12,Baixo
Dec-95,Adelaide,Bangkok,Thailand,317,0.018,0.0,369,5.46,0.143,686,5.478,0.143,1995,12,Baixo
Dec-95,Adelaide,Christchurch,New Zealand,2,0.0,0.0,1,0.0,0.0,3,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Denpasar,Indonesia,633,38.641,0.0,714,26.838,0.0,1347,65.479,0.0,1995,12,Baixo
Dec-95,Adelaide,Frankfurt,Germany,187,0.072,0.0,165,0.09,1.101,352,0.162,1.101,1995,12,Baixo
Dec-95,Adelaide,Fukuoka,Japan,3,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Ho Chi Minh City,Vietnam,5,0.0,0.0,0,0.0,0.0,5,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Hong Kong,Hong Kong,1280,39.69,0.0,1511,67.151,0.245,2791,106.841,0.245,1995,12,Baixo
Dec-95,Adelaide,Honolulu,USA,29,0.0,0.0,84,0.0,0.0,113,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Jakarta,Indonesia,56,0.0,0.0,95,0.0,0.0,151,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Kuala Lumpur,Malaysia,929,22.034,0.0,1483,105.873,0.079,2412,127.907,0.079,1995,12,Baixo
Dec-95,Adelaide,London,UK,905,0.165,10.134,798,1.816,11.453,1703,1.981,21.587,1995,12,Baixo
Dec-95,Adelaide,Los Angeles,USA,61,0.0,0.0,23,0.0,0.0,84,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Manila,Philippines,10,0.0,0.0,0,0.0,0.0,10,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Nadi,Fiji,18,0.0,0.0,33,0.0,0.0,51,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Nagoya,Japan,55,0.0,0.0,0,0.0,0.0,55,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Osaka,Japan,7,0.0,0.0,13,0.0,0.0,20,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Rome,Italy,126,0.449,0.0,1,0.0,0.0,127,0.449,0.0,1995,12,Baixo
Dec-95,Adelaide,Sapporo,Japan,1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Seoul,Korea,11,0.0,0.0,11,0.0,0.0,22,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Singapore,Singapore,2858,84.882,14.677,3052,322.215,8.131,5910,407.097,22.808,1995,12,Muito alto
Dec-95,Adelaide,Taipei,Taiwan,6,0.0,0.0,11,0.0,0.018,17,0.0,0.018,1995,12,Baixo
Dec-95,Adelaide,Tokyo,Japan,16,0.0,0.0,0,0.0,0.0,16,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Toronto,Canada,12,0.0,0.0,16,0.0,0.0,28,0.0,0.0,1995,12,Baixo
Dec-95,Adelaide,Vancouver,Canada,9,0.0,0.0,28,0.0,0.895,37,0.0,0.895,1995,12,Baixo
Dec-95,Brisbane,Auckland,New Zealand,14066,540.709,38.586,14906,462.099,32.041,28972,1002.808,70.627,1995,12,Muito alto
Dec-95,Brisbane,Bandar Seri Begawan,Brunei,1051,15.686,0.0,1120,112.988,0.0,2171,128.674,0.0,1995,12,Baixo
Dec-95,Brisbane,Bangkok,Thailand,2303,49.828,0.504,2320,53.291,0.994,4623,103.119,1.498,1995,12,Baixo
Dec-95,Brisbane,Christchurch,New Zealand,4941,179.073,0.0,5365,85.168,0.176,10306,264.241,0.176,1995,12,Muito alto
Dec-95,Brisbane,Denpasar,Indonesia,3562,76.16,0.0,3266,64.56,0.0,6828,140.72,0.0,1995,12,Muito alto
Dec-95,Brisbane,Dunedin,New Zealand,456,0.18,0.0,644,0.434,0.0,1100,0.614,0.0,1995,12,Baixo
Dec-95,Brisbane,Frankfurt,Germany,267,0.018,0.0,213,1.428,3.831,480,1.446,3.831,1995,12,Baixo
Dec-95,Brisbane,Fukuoka,Japan,1064,0.0,0.0,466,0.0,0.0,1530,0.0,0.0,1995,12,Baixo
Dec-95,Brisbane,Hamilton,New Zealand,1824,0.007,0.0,2905,0.365,0.0,4729,0.372,0.0,1995,12,Baixo
Dec-95,Brisbane,Harare,Zimbabwe,11,0.0,0.0,49,0.0,0.0,60,0.0,0.0,1995,12,Baixo
Dec-95,Brisbane,Ho Chi Minh City,Vietnam,10,0.0,0.0,18,0.0,0.0,28,0.0,0.0,1995,12,Baixo
Dec-95,Brisbane,Hong Kong,Hong Kong,4536,132.733,0.012,5356,491.828,3.243,9892,624.561,3.255,1995,12,Muito alto
Dec-95,Brisbane,Honiara,Solomon Islands,1036,12.768,1.857,973,17.622,2.768,2009,30.39,4.625,1995,12,Baixo
Dec-95,Brisbane,Honolulu,USA,345,0.0,0.027,380,0.0,0.491,725,0.0,0.518,1995,12,Baixo
Dec-95,Brisbane,Jakarta,Indonesia,819,0.709,0.0,756,0.015,0.176,1575,0.724,0.176,1995,12,Baixo
Dec-95,Brisbane,Johannesburg,South Africa,69,0.0,0.0,18,0.0,0.0,87,0.0,0.0,1995,12,Baixo
Dec-95,Brisbane,Kuala Lumpur,Malaysia,2604,23.949,0.0,2755,90.083,0.0,5359,114.032,0.0,1995,12,Muito alto
Dec-95,Brisbane,London,UK,2507,24.475,9.547,2464,10.359,31.494,4971,34.834,41.041,1995,12,Baixo
Dec-95,Brisbane,Los Angeles,USA,1388,0.0,0.44,46,0.0,31.803,1434,0.0,32.243,1995,12,Baixo
Dec-95,Brisbane,Manila,Philippines,1344,13.224,3.408,1130,13.964,0.52,2474,27.188,3.928,1995,12,Baixo
Dec-95,Brisbane,Nadi,Fiji,1709,15.506,0.681,1970,15.63,0.76,3679,31.136,1.441,1995,12,Baixo
Dec-95,Brisbane,Nagoya,Japan,2300,0.0,0.0,1053,0.0,0.0,3353,0.0,0.0,1995,12,Baixo
Dec-95,Brisbane,Nauru,Nauru,311,1.049,0.004,228,5.877,0.0,539,6.926,0.004,1995,12,Baixo
Dec-95,Brisbane,Noumea,New Caledonia,978,0.228,0.0,868,9.759,0.056,1846,9.987,0.056,1995,12,Baixo
Dec-95,Brisbane,Osaka,Japan,10420,94.491,32.862,1180,84.279,0.006,11600,178.77,32.868,1995,12,Muito alto
Dec-95,Brisbane,Papeete,Tahiti,46,0.0,0.0,20,0.0,0.0,66,0.0,0.0,1995,12,Baixo
Dec-95,Brisbane,Port Moresby,Papua New Guinea,3120,40.093,2.301,2613,102.048,10.462,5733,142.141,12.763,1995,12,Muito alto
Dec-95,Brisbane,Port Vila,Vanuatu,744,1.34,0.091,1037,11.309,1.49,1781,12.649,1.581,1995,12,Baixo
Dec-95,Brisbane,Rome,Italy,120,0.0,0.0,110,0.222,0.353,230,0.222,0.353,1995,12,Baixo
Dec-95,Brisbane,Sapporo,Japan,802,0.0,0.0,0,0.0,0.0,802,0.0,0.0,1995,12,Baixo
Dec-95,Brisbane,Seoul,Korea,6646,89.741,0.0,5459,99.957,0.136,12105,189.698,0.136,1995,12,Muito alto
Dec-95,Brisbane,Singapore,Singapore,14644,179.415,37.712,15220,842.798,16.405,29864,1022.213,54.117,1995,12,Muito alto
Dec-95,Brisbane,Taipei,Taiwan,3164,105.568,5.37,4828,121.017,3.966,7992,226.585,9.336,1995,12,Muito alto
Dec-95,Brisbane,Tokyo,Japan,9869,110.856,0.146,5592,547.366,23.378,15461,658.222,23.524,1995,12,Muito alto
Dec-95,Brisbane,Toronto,Canada,38,0.0,0.0,36,0.0,0.0,74,0.0,0.0,1995,12,Baixo
Dec-95,Brisbane,Vancouver,Canada,177,0.0,0.0,183,0.0,12.507,360,0.0,12.507,1995,12,Baixo
Dec-95,Brisbane,Wellington,New Zealand,2390,23.206,0.0,2478,14.705,0.0,4868,37.911,0.0,1995,12,Baixo
Dec-95,Cairns,Auckland,New Zealand,700,23.3,0.1,1541,22.206,0.426,2241,45.506,0.526,1995,12,Baixo
Dec-95,Cairns,Bangkok,Thailand,245,0.0,0.0,330,0.0,0.0,575,0.0,0.0,1995,12,Baixo
Dec-95,Cairns,Christchurch,New Zealand,37,0.0,0.0,117,0.0,0.0,154,0.0,0.0,1995,12,Baixo
Dec-95,Cairns,Denpasar,Indonesia,901,8.952,0.0,861,40.728,0.0,1762,49.68,0.0,1995,12,Baixo
Dec-95,Cairns,Frankfurt,Germany,300,0.045,0.0,345,0.017,0.0,645,0.062,0.0,1995,12,Baixo
Dec-95,Cairns,Fukuoka,Japan,1081,3.25,0.0,738,100.536,0.0,1819,103.786,0.0,1995,12,Baixo
Dec-95,Cairns,Hong Kong,Hong Kong,3639,7.625,0.0,1626,179.87,0.0,5265,187.495,0.0,1995,12,Muito alto
Dec-95,Cairns,Honiara,Solomon Islands,5,0.0,0.0,3,0.0,0.0,8,0.0,0.0,1995,12,Baixo
Dec-95,Cairns,Honolulu,USA,80,0.0,0.0,382,4.497,0.054,462,4.497,0.054,1995,12,Baixo
Dec-95,Cairns,Jakarta,Indonesia,16,0.0,0.0,15,0.0,0.0,31,0.0,0.0,1995,12,Baixo
Dec-95,Cairns,Kuala Lumpur,Malaysia,349,0.659,0.0,452,33.708,0.0,801,34.367,0.0,1995,12,Baixo
Dec-95,Cairns,London,UK,717,0.031,0.0,655,1.827,2.267,1372,1.858,2.267,1995,12,Baixo
Dec-95,Cairns,Los Angeles,USA,440,0.0,0.0,1193,25.453,1.189,1633,25.453,1.189,1995,12,Baixo
Dec-95,Cairns,Manila,Philippines,18,0.0,0.0,5,0.0,0.0,23,0.0,0.0,1995,12,Baixo
Dec-95,Cairns,Mount Hagen,Papua New Guinea,576,0.133,0.0,784,9.753,0.0,1360,9.886,0.0,1995,12,Baixo
Dec-95,Cairns,Nadi,Fiji,4,0.0,0.0,23,0.0,0.0,27,0.0,0.0,1995,12,Baixo
Dec-95,Cairns,Nagoya,Japan,3611,17.7,0.0,2914,136.597,0.0,6525,154.297,0.0,1995,12,Muito alto
Dec-95,Cairns,Noumea,New Caledonia,0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,1995,12,Baixo
Dec-95,Cairns,Osaka,Japan,3154,9.624,0.0,348,2.314,0.0,3502,11.938,0.0,1995,12,Baixo
